EngagementId,DocumentId,Schedule,TaxYear,InvestmentName,InvestmentTaxId,InvestmentPrimaryId,InvestorName,InvestorTaxId,InvestorPrimaryId,Part,Section,ScheduleItemId,ScheduleItemDescription,ScheduleItemDetailId,DetailDescription,ItemCode,ItemSubCode,ItemSubSubCode,ScheduleItemOtherId,FootnoteType,FootnoteLine,Values,RowGroupId,ColumnGroupId,ExtractedScheduleItemGroupId,FileName,Category
bde83f10-d643-ec11-9820-a085fc56e97f,9eea81fd-874a-464c-a7b4-f0c09e236c8d,Federal K-1,2023,SITWELL COMPANY,98-0009870,,GEORGE BLUTH,192-83-7645,,,,39511,Is this partner a limited partner or other LLC member?,,,G,,,,,,Yes,,,,2021 George Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,9eea81fd-874a-464c-a7b4-f0c09e236c8d,Federal K-1,2023,SITWELL COMPANY,98-0009870,,GEORGE BLUTH,192-83-7645,,,,39512,Is this partner a domestic partner?,,,H1,,,,,,Yes,,,,2021 George Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,9eea81fd-874a-464c-a7b4-f0c09e236c8d,Federal K-1,2023,SITWELL COMPANY,98-0009870,,GEORGE BLUTH,192-83-7645,,,,39513,Is this partner a foreign partner?,,,H1,,,,,,No,,,,2021 George Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,9eea81fd-874a-464c-a7b4-f0c09e236c8d,Federal K-1,2023,SITWELL COMPANY,98-0009870,,GEORGE BLUTH,192-83-7645,,,,39514,Is this partner a disregarded entity (DE)?,,,H2,,,,,,No,,,,2021 George Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,9eea81fd-874a-464c-a7b4-f0c09e236c8d,Federal K-1,2023,SITWELL COMPANY,98-0009870,,GEORGE BLUTH,192-83-7645,,,,39517,What type of entity is this partner?,,,I1,,,,,,INDIVIDUAL,,,,2021 George Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,9eea81fd-874a-464c-a7b4-f0c09e236c8d,Federal K-1,2023,SITWELL COMPANY,98-0009870,,GEORGE BLUTH,192-83-7645,,,,39518,Is this partner a retirement plan (IRA/SEP/Keogh/etc.)?,,,I2,,,,,,No,,,,2021 George Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,9eea81fd-874a-464c-a7b4-f0c09e236c8d,Federal K-1,2023,SITWELL COMPANY,98-0009870,,GEORGE BLUTH,192-83-7645,,,,39524,Partner's share of profit ending,,,J,,,,,,4.919229,,,,2021 George Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,9eea81fd-874a-464c-a7b4-f0c09e236c8d,Federal K-1,2023,SITWELL COMPANY,98-0009870,,GEORGE BLUTH,192-83-7645,,,,39522,Partner's share of loss ending,,,J,,,,,,4.919229,,,,2021 George Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,9eea81fd-874a-464c-a7b4-f0c09e236c8d,Federal K-1,2023,SITWELL COMPANY,98-0009870,,GEORGE BLUTH,192-83-7645,,,,39519,Partner's share of capital beginning,,,J,,,,,,4.919261,,,,2021 George Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,9eea81fd-874a-464c-a7b4-f0c09e236c8d,Federal K-1,2023,SITWELL COMPANY,98-0009870,,GEORGE BLUTH,192-83-7645,,,,39520,Partner's share of capital ending,,,J,,,,,,4.919229,,,,2021 George Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,9eea81fd-874a-464c-a7b4-f0c09e236c8d,Federal K-1,2023,SITWELL COMPANY,98-0009870,,GEORGE BLUTH,192-83-7645,,,,39525,Is share decrease due to an exchange of partnership interest?,,,J,,,,,,No,,,,2021 George Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,9eea81fd-874a-464c-a7b4-f0c09e236c8d,Federal K-1,2023,SITWELL COMPANY,98-0009870,,GEORGE BLUTH,192-83-7645,,,,39526,Does item K include liability amounts from lower tier partnerships?,,,K,2,,,,,No,,,,2021 George Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,9eea81fd-874a-464c-a7b4-f0c09e236c8d,Federal K-1,2023,SITWELL COMPANY,98-0009870,,GEORGE BLUTH,192-83-7645,,,,39533,Partner's capital account - Beginning capital account,,,L,,,,,,638083,,,,2021 George Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,9eea81fd-874a-464c-a7b4-f0c09e236c8d,Federal K-1,2023,SITWELL COMPANY,98-0009870,,GEORGE BLUTH,192-83-7645,,,,39390,Partner's capital account - Current year net income (loss),,,L,,,,,,1271863,,,,2021 George Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,9eea81fd-874a-464c-a7b4-f0c09e236c8d,Federal K-1,2023,SITWELL COMPANY,98-0009870,,GEORGE BLUTH,192-83-7645,,,,39537,Partner's capital account - Ending capital account,,,L,,,,,,1909946,,,,2021 George Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,9eea81fd-874a-464c-a7b4-f0c09e236c8d,Federal K-1,2023,SITWELL COMPANY,98-0009870,,GEORGE BLUTH,192-83-7645,,,,39538,Did the Partner Contribute Property with Built-In Gain or Loss? - Yes,,,M,,,,,,No,,,,2021 George Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,9eea81fd-874a-464c-a7b4-f0c09e236c8d,Federal K-1,2023,SITWELL COMPANY,98-0009870,,GEORGE BLUTH,192-83-7645,,,,39539,Did the Partner Contribute Property with Built-In Gain or Loss? - No,,,M,,,,,,Yes,,,,2021 George Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,9eea81fd-874a-464c-a7b4-f0c09e236c8d,Federal K-1,2023,SITWELL COMPANY,98-0009870,,GEORGE BLUTH,192-83-7645,,,,39402,Ordinary business income (loss),,,1,,,,,,-7379,,,,2021 George Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,9eea81fd-874a-464c-a7b4-f0c09e236c8d,Federal K-1,2023,SITWELL COMPANY,98-0009870,,GEORGE BLUTH,192-83-7645,,,,39402,Ordinary business income (loss),18434,Ordinary Business Income,1,,1,,Statement,,-7379,,,,2021 George Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,9eea81fd-874a-464c-a7b4-f0c09e236c8d,Federal K-1,2023,SITWELL COMPANY,98-0009870,,GEORGE BLUTH,192-83-7645,,,,39402,Ordinary business income (loss),18883,ORDINARY BUSINESS INCOME/(LOSS),1,,1,,UBTI,,-7379,,,,2021 George Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,9eea81fd-874a-464c-a7b4-f0c09e236c8d,Federal K-1,2023,SITWELL COMPANY,98-0009870,,GEORGE BLUTH,192-83-7645,,,,39402,Ordinary business income (loss),18679,ORDINARY BUSINESS INCOME/(LOSS),1,,1,,Effectively Connected Income,,-7379,,,,2021 George Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,9eea81fd-874a-464c-a7b4-f0c09e236c8d,Federal K-1,2023,SITWELL COMPANY,98-0009870,,GEORGE BLUTH,192-83-7645,,,,39406,Net rental real estate income (loss),,,2,,,,,,12545,,,,2021 George Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,9eea81fd-874a-464c-a7b4-f0c09e236c8d,Federal K-1,2023,SITWELL COMPANY,98-0009870,,GEORGE BLUTH,192-83-7645,,,,39406,Net rental real estate income (loss),18602,Other Income,2,,1,,Statement,,12545,,,,2021 George Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,9eea81fd-874a-464c-a7b4-f0c09e236c8d,Federal K-1,2023,SITWELL COMPANY,98-0009870,,GEORGE BLUTH,192-83-7645,,,,39394,Other net rental income (loss),,,3,,,,,,2834,,,,2021 George Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,9eea81fd-874a-464c-a7b4-f0c09e236c8d,Federal K-1,2023,SITWELL COMPANY,98-0009870,,GEORGE BLUTH,192-83-7645,,,,39407,Interest income,,,5,,,,,,46733,,,,2021 George Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,9eea81fd-874a-464c-a7b4-f0c09e236c8d,Federal K-1,2023,SITWELL COMPANY,98-0009870,,GEORGE BLUTH,192-83-7645,,,,39407,Interest income,18644,Business Interest Income,5,,1,,Statement,,7379,,,,2021 George Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,9eea81fd-874a-464c-a7b4-f0c09e236c8d,Federal K-1,2023,SITWELL COMPANY,98-0009870,,GEORGE BLUTH,192-83-7645,,,,39407,Interest income,18647,Interest Income from US Government Obligations,5,,4,,Statement,,18447,,,,2021 George Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,9eea81fd-874a-464c-a7b4-f0c09e236c8d,Federal K-1,2023,SITWELL COMPANY,98-0009870,,GEORGE BLUTH,192-83-7645,,,,39407,Interest income,18988,LINE 5,5,,3,,FDAP,,1230,,,,2021 George Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,9eea81fd-874a-464c-a7b4-f0c09e236c8d,Federal K-1,2023,SITWELL COMPANY,98-0009870,,GEORGE BLUTH,192-83-7645,,,,39407,Interest income,18645,Portfolio Interest Income,5,,2,,Statement,,14758,,,,2021 George Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,9eea81fd-874a-464c-a7b4-f0c09e236c8d,Federal K-1,2023,SITWELL COMPANY,98-0009870,,GEORGE BLUTH,192-83-7645,,,,39407,Interest income,18973,INTEREST INCOME,5,,1,,UBTI,,46733,,,,2021 George Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,9eea81fd-874a-464c-a7b4-f0c09e236c8d,Federal K-1,2023,SITWELL COMPANY,98-0009870,,GEORGE BLUTH,192-83-7645,,,,39407,Interest income,18646,Bank Deposit Interest,5,,3,,Statement,,1230,,,,2021 George Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,9eea81fd-874a-464c-a7b4-f0c09e236c8d,Federal K-1,2023,SITWELL COMPANY,98-0009870,,GEORGE BLUTH,192-83-7645,,,,39407,Interest income,18644,Business Interest Income,5,,1,,Statement,,46733,,,,2021 George Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,9eea81fd-874a-464c-a7b4-f0c09e236c8d,Federal K-1,2023,SITWELL COMPANY,98-0009870,,GEORGE BLUTH,192-83-7645,,,,39407,Interest income,18648,Other Interest Income,5,,5,,Statement,,4919,,,,2021 George Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,9eea81fd-874a-464c-a7b4-f0c09e236c8d,Federal K-1,2023,SITWELL COMPANY,98-0009870,,GEORGE BLUTH,192-83-7645,,,,39407,Interest income,18646,Bank Deposit Interest,5,,3,,Statement,,1230,,,,2021 George Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,9eea81fd-874a-464c-a7b4-f0c09e236c8d,Federal K-1,2023,SITWELL COMPANY,98-0009870,,GEORGE BLUTH,192-83-7645,,,,39407,Interest income,18769,INTEREST INCOME,5,,1,,Effectively Connected Income,,46733,,,,2021 George Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,9eea81fd-874a-464c-a7b4-f0c09e236c8d,Federal K-1,2023,SITWELL COMPANY,98-0009870,,GEORGE BLUTH,192-83-7645,,,,39401,Ordinary dividends,,,6,A,,,,,76592,,,,2021 George Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,9eea81fd-874a-464c-a7b4-f0c09e236c8d,Federal K-1,2023,SITWELL COMPANY,98-0009870,,GEORGE BLUTH,192-83-7645,,,,39401,Ordinary dividends,18655,Ordinary Dividends,6,A,1,,Statement,,50668,,,,2021 George Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,9eea81fd-874a-464c-a7b4-f0c09e236c8d,Federal K-1,2023,SITWELL COMPANY,98-0009870,,GEORGE BLUTH,192-83-7645,,,,39401,Ordinary dividends,18781,LINE 6A,6,A,1,,FDAP,,50668,,,,2021 George Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,9eea81fd-874a-464c-a7b4-f0c09e236c8d,Federal K-1,2023,SITWELL COMPANY,98-0009870,,GEORGE BLUTH,192-83-7645,,,,39401,Ordinary dividends,18658,Dividend Income from US Government Obligations,6,A,4,,Statement,,42798,,,,2021 George Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,9eea81fd-874a-464c-a7b4-f0c09e236c8d,Federal K-1,2023,SITWELL COMPANY,98-0009870,,GEORGE BLUTH,192-83-7645,,,,39401,Ordinary dividends,18659,Ordinary Dividends,6,A,5,,Statement,,3935,,,,2021 George Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,9eea81fd-874a-464c-a7b4-f0c09e236c8d,Federal K-1,2023,SITWELL COMPANY,98-0009870,,GEORGE BLUTH,192-83-7645,,,,39401,Ordinary dividends,18974,ORDINARY DIVIDENDS,6,A,1,,UBTI,,50668,,,,2021 George Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,9eea81fd-874a-464c-a7b4-f0c09e236c8d,Federal K-1,2023,SITWELL COMPANY,98-0009870,,GEORGE BLUTH,192-83-7645,,,,39401,Ordinary dividends,18660,Non-qualified Dividends,6,A,6,,Statement,,13036,,,,2021 George Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,9eea81fd-874a-464c-a7b4-f0c09e236c8d,Federal K-1,2023,SITWELL COMPANY,98-0009870,,GEORGE BLUTH,192-83-7645,,,,39401,Ordinary dividends,18770,ORDINARY DIVIDENDS,6,A,1,,Effectively Connected Income,,50668,,,,2021 George Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,9eea81fd-874a-464c-a7b4-f0c09e236c8d,Federal K-1,2023,SITWELL COMPANY,98-0009870,,GEORGE BLUTH,192-83-7645,,,,39403,Qualified dividends,,,6,B,,,,,,,,,2021 George Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,9eea81fd-874a-464c-a7b4-f0c09e236c8d,Federal K-1,2023,SITWELL COMPANY,98-0009870,,GEORGE BLUTH,192-83-7645,,,,39403,Qualified dividends,18666,Qualified Dividends,6,B,3,,Statement,,7870,,,,2021 George Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,9eea81fd-874a-464c-a7b4-f0c09e236c8d,Federal K-1,2023,SITWELL COMPANY,98-0009870,,GEORGE BLUTH,192-83-7645,,,,39403,Qualified dividends,18665,Qualified Dividends,6,B,2,,Statement,,3788,,,,2021 George Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,9eea81fd-874a-464c-a7b4-f0c09e236c8d,Federal K-1,2023,SITWELL COMPANY,98-0009870,,GEORGE BLUTH,192-83-7645,,,,39405,Royalties,,,7,,,,,,3247,,,,2021 George Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,9eea81fd-874a-464c-a7b4-f0c09e236c8d,Federal K-1,2023,SITWELL COMPANY,98-0009870,,GEORGE BLUTH,192-83-7645,,,,39405,Royalties,18668,Royalty Income,7,,1,,Statement,,3247,,,,2021 George Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,9eea81fd-874a-464c-a7b4-f0c09e236c8d,Federal K-1,2023,SITWELL COMPANY,98-0009870,,GEORGE BLUTH,192-83-7645,,,,39404,Net short-term capital gain (loss),,,8,,,,,,-49192,,,,2021 George Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,9eea81fd-874a-464c-a7b4-f0c09e236c8d,Federal K-1,2023,SITWELL COMPANY,98-0009870,,GEORGE BLUTH,192-83-7645,,,,39404,Net short-term capital gain (loss),18670,Portfolio Gain,8,,2,,Statement,,-49192,,,,2021 George Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,9eea81fd-874a-464c-a7b4-f0c09e236c8d,Federal K-1,2023,SITWELL COMPANY,98-0009870,,GEORGE BLUTH,192-83-7645,,,,39397,Net long-term capital gain (loss),,,9,A,,,,,1229815,,,,2021 George Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,9eea81fd-874a-464c-a7b4-f0c09e236c8d,Federal K-1,2023,SITWELL COMPANY,98-0009870,,GEORGE BLUTH,192-83-7645,,,,39397,Net long-term capital gain (loss),18673,Collectibles (28%) Gain,9,A,2,,Statement,,1229815,,,,2021 George Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,9eea81fd-874a-464c-a7b4-f0c09e236c8d,Federal K-1,2023,SITWELL COMPANY,98-0009870,,GEORGE BLUTH,192-83-7645,,,,39397,Net long-term capital gain (loss),18979,NET LONG-TERM CAPITAL GAIN/(LOSS),9,A,1,,UBTI,,1229815,,,,2021 George Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,9eea81fd-874a-464c-a7b4-f0c09e236c8d,Federal K-1,2023,SITWELL COMPANY,98-0009870,,GEORGE BLUTH,192-83-7645,,,,39397,Net long-term capital gain (loss),18775,NET LONG-TERM CAPITAL GAIN/(LOSS),9,A,1,,Effectively Connected Income,,1229815,,,,2021 George Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,9eea81fd-874a-464c-a7b4-f0c09e236c8d,Federal K-1,2023,SITWELL COMPANY,98-0009870,,GEORGE BLUTH,192-83-7645,,,,39499,Other income (loss) - Other portfolio income (loss),,,11,A,,,,,23247,,,,2021 George Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,9eea81fd-874a-464c-a7b4-f0c09e236c8d,Federal K-1,2023,SITWELL COMPANY,98-0009870,,GEORGE BLUTH,192-83-7645,,,,39499,Other income (loss) - Other portfolio income (loss),18469,Section 987 Gain,11,A,6,,Statement,,2016,,,,2021 George Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,9eea81fd-874a-464c-a7b4-f0c09e236c8d,Federal K-1,2023,SITWELL COMPANY,98-0009870,,GEORGE BLUTH,192-83-7645,,,,39499,Other income (loss) - Other portfolio income (loss),18468,Management Fee Refund,11,A,5,,Statement,,418,,,,2021 George Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,9eea81fd-874a-464c-a7b4-f0c09e236c8d,Federal K-1,2023,SITWELL COMPANY,98-0009870,,GEORGE BLUTH,192-83-7645,,,,39499,Other income (loss) - Other portfolio income (loss),18464,Other Portfolio Income,11,A,1,,Statement,,5264,,,,2021 George Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,9eea81fd-874a-464c-a7b4-f0c09e236c8d,Federal K-1,2023,SITWELL COMPANY,98-0009870,,GEORGE BLUTH,192-83-7645,,,,39499,Other income (loss) - Other portfolio income (loss),18466,Section 988 Gain,11,A,3,,Statement,,4723,,,,2021 George Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,9eea81fd-874a-464c-a7b4-f0c09e236c8d,Federal K-1,2023,SITWELL COMPANY,98-0009870,,GEORGE BLUTH,192-83-7645,,,,39499,Other income (loss) - Other portfolio income (loss),18471,Swap Income,11,A,8,,Statement,,4157,,,,2021 George Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,9eea81fd-874a-464c-a7b4-f0c09e236c8d,Federal K-1,2023,SITWELL COMPANY,98-0009870,,GEORGE BLUTH,192-83-7645,,,,39499,Other income (loss) - Other portfolio income (loss),18459,Section 475 Income,11,A,10,,Statement,,1230,,,,2021 George Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,9eea81fd-874a-464c-a7b4-f0c09e236c8d,Federal K-1,2023,SITWELL COMPANY,98-0009870,,GEORGE BLUTH,192-83-7645,,,,39499,Other income (loss) - Other portfolio income (loss),18472,Subpart F Income,11,A,9,,Statement,,3197,,,,2021 George Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,9eea81fd-874a-464c-a7b4-f0c09e236c8d,Federal K-1,2023,SITWELL COMPANY,98-0009870,,GEORGE BLUTH,192-83-7645,,,,39410,"Other income (loss) - Gain (loss) from disposition of oil, gas, geothermal, or other mineral properties (section 59(e))",,,11,I,,,,,STMT,,,,2021 George Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,9eea81fd-874a-464c-a7b4-f0c09e236c8d,Federal K-1,2023,SITWELL COMPANY,98-0009870,,GEORGE BLUTH,192-83-7645,,,,39410,"Other income (loss) - Gain (loss) from disposition of oil, gas, geothermal, or other mineral properties (section 59(e))",18893,"Gain (loss) from disposition of oil, gas, geothermal, or other mineral properties (section 59(e))",11,I,1,,UBTI,,20294,,,,2021 George Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,9eea81fd-874a-464c-a7b4-f0c09e236c8d,Federal K-1,2023,SITWELL COMPANY,98-0009870,,GEORGE BLUTH,192-83-7645,,,,39410,"Other income (loss) - Gain (loss) from disposition of oil, gas, geothermal, or other mineral properties (section 59(e))",18794,"Gain (loss) from disposition of oil, gas, geothermal, or other mineral properties (section 59(e))",11,I,1,,Passive,,19677,,,,2021 George Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,9eea81fd-874a-464c-a7b4-f0c09e236c8d,Federal K-1,2023,SITWELL COMPANY,98-0009870,,GEORGE BLUTH,192-83-7645,,,,39410,"Other income (loss) - Gain (loss) from disposition of oil, gas, geothermal, or other mineral properties (section 59(e))",18689,"Gain (loss) from disposition of oil, gas, geothermal, or other mineral properties (section 59(e))",11,I,1,,Effectively Connected Income,,19677,,,,2021 George Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,9eea81fd-874a-464c-a7b4-f0c09e236c8d,Federal K-1,2023,SITWELL COMPANY,98-0009870,,GEORGE BLUTH,192-83-7645,,,,40168,Other income (loss) - Non-portfolio capital gain (loss),,,11,S,,,,,See detail,,,,2021 George Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,9eea81fd-874a-464c-a7b4-f0c09e236c8d,Federal K-1,2023,SITWELL COMPANY,98-0009870,,GEORGE BLUTH,192-83-7645,,,,40168,Other income (loss) - Non-portfolio capital gain (loss),20062,Non-portfolio Gain From Property Held 3 Years Or Less,11,S,1,,Statement,,334,,,,2021 George Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,9eea81fd-874a-464c-a7b4-f0c09e236c8d,Federal K-1,2023,SITWELL COMPANY,98-0009870,,GEORGE BLUTH,192-83-7645,,,,40169,Other income (loss) - Other,,,11,ZZ,,,,,See detail,,,,2021 George Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,9eea81fd-874a-464c-a7b4-f0c09e236c8d,Federal K-1,2023,SITWELL COMPANY,98-0009870,,GEORGE BLUTH,192-83-7645,,,,40169,Other income (loss) - Other,18482,Section 987 Gain,11,ZZ,12,,Statement,,222,,,,2021 George Bluth K1_1_14.pdf,Actual
